Time,Data
2024-04-21 11:44:37,license Plate is detected. tracker_id: 4
2024-04-21 11:44:37,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:44:37,person 1's image and bbox are updated.
2024-04-21 11:44:37,license Plate is detected. tracker_id: 1
2024-04-21 11:44:37,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:37,person 4's image and bbox are updated.
2024-04-21 11:44:37,person 1's image and bbox are updated.
2024-04-21 11:44:38,license Plate is detected. tracker_id: 1
2024-04-21 11:44:38,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:38,person 4's image and bbox are updated.
2024-04-21 11:44:38,license Plate is detected. tracker_id: 4
2024-04-21 11:44:38,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:44:38,person 4's image and bbox are updated.
2024-04-21 11:44:38,license Plate is detected. tracker_id: 4
2024-04-21 11:44:38,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:44:38,person 4's image and bbox are updated.
2024-04-21 11:44:38,license Plate is detected. tracker_id: 4
2024-04-21 11:44:38,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:44:39,person 4's image and bbox are updated.
2024-04-21 11:44:39,license Plate is detected. tracker_id: 4
2024-04-21 11:44:39,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:44:39,person 1's image and bbox are updated.
2024-04-21 11:44:39,license Plate is detected. tracker_id: 1
2024-04-21 11:44:39,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:39,person 4's image and bbox are updated.
2024-04-21 11:44:39,license Plate is detected. tracker_id: 4
2024-04-21 11:44:39,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:44:39,person 1's image and bbox are updated.
2024-04-21 11:44:40,license Plate is detected. tracker_id: 1
2024-04-21 11:44:40,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:40,person 4's image and bbox are updated.
2024-04-21 11:44:40,license Plate is detected. tracker_id: 4
2024-04-21 11:44:40,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:44:40,person 1's image and bbox are updated.
2024-04-21 11:44:40,license Plate is detected. tracker_id: 1
2024-04-21 11:44:40,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:40,person 4's image and bbox are updated.
2024-04-21 11:44:40,license Plate is detected. tracker_id: 4
2024-04-21 11:44:40,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:44:40,person 1's image and bbox are updated.
2024-04-21 11:44:41,license Plate is detected. tracker_id: 1
2024-04-21 11:44:41,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:41,person 4's image and bbox are updated.
2024-04-21 11:44:41,license Plate is detected. tracker_id: 4
2024-04-21 11:44:41,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:44:41,person 1's image and bbox are updated.
2024-04-21 11:44:41,license Plate is detected. tracker_id: 1
2024-04-21 11:44:41,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:41,person 4's image and bbox are updated.
2024-04-21 11:44:41,license Plate is detected. tracker_id: 4
2024-04-21 11:44:41,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:44:41,person 1's image and bbox are updated.
2024-04-21 11:44:42,license Plate is detected. tracker_id: 1
2024-04-21 11:44:42,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:42,person 4's image and bbox are updated.
2024-04-21 11:44:42,person 1's image and bbox are updated.
2024-04-21 11:44:42,license Plate is detected. tracker_id: 1
2024-04-21 11:44:42,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:42,person 4's image and bbox are updated.
2024-04-21 11:44:43,person 1's image and bbox are updated.
2024-04-21 11:44:43,license Plate is detected. tracker_id: 1
2024-04-21 11:44:43,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:43,person 4's image and bbox are updated.
2024-04-21 11:44:43,license Plate is detected. tracker_id: 4
2024-04-21 11:44:43,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:44:43,person 1's image and bbox are updated.
2024-04-21 11:44:43,license Plate is detected. tracker_id: 1
2024-04-21 11:44:43,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:43,person 4's image and bbox are updated.
2024-04-21 11:44:44,person 1's image and bbox are updated.
2024-04-21 11:44:44,license Plate is detected. tracker_id: 1
2024-04-21 11:44:44,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:44,person 4's image and bbox are updated.
2024-04-21 11:44:44,person 1's image and bbox are updated.
2024-04-21 11:44:44,license Plate is detected. tracker_id: 1
2024-04-21 11:44:44,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:44,person 4's image and bbox are updated.
2024-04-21 11:44:45,person 1's image and bbox are updated.
2024-04-21 11:44:45,license Plate is detected. tracker_id: 1
2024-04-21 11:44:45,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:45,person 4's image and bbox are updated.
2024-04-21 11:44:45,person 1's image and bbox are updated.
2024-04-21 11:44:45,license Plate is detected. tracker_id: 1
2024-04-21 11:44:45,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:45,person 4's image and bbox are updated.
2024-04-21 11:44:46,person 1's image and bbox are updated.
2024-04-21 11:44:46,license Plate is detected. tracker_id: 1
2024-04-21 11:44:46,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:46,person 4's image and bbox are updated.
2024-04-21 11:44:46,person 1's image and bbox are updated.
2024-04-21 11:44:46,license Plate is detected. tracker_id: 1
2024-04-21 11:44:46,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:47,person 4's image and bbox are updated.
2024-04-21 11:44:47,person 1's image and bbox are updated.
2024-04-21 11:44:47,license Plate is detected. tracker_id: 1
2024-04-21 11:44:47,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:47,person 4's image and bbox are updated.
2024-04-21 11:44:47,person 1's image and bbox are updated.
2024-04-21 11:44:48,license Plate is detected. tracker_id: 1
2024-04-21 11:44:48,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:48,person 4's image and bbox are updated.
2024-04-21 11:44:48,person 1's image and bbox are updated.
2024-04-21 11:44:48,license Plate is detected. tracker_id: 1
2024-04-21 11:44:48,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:48,person 4's image and bbox are updated.
2024-04-21 11:44:49,person 1's image and bbox are updated.
2024-04-21 11:44:49,license Plate is detected. tracker_id: 1
2024-04-21 11:44:49,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:49,person 4's image and bbox are updated.
2024-04-21 11:44:49,person 1's image and bbox are updated.
2024-04-21 11:44:49,license Plate is detected. tracker_id: 1
2024-04-21 11:44:49,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:49,person 4's image and bbox are updated.
2024-04-21 11:44:50,person 1's image and bbox are updated.
2024-04-21 11:44:50,license Plate is detected. tracker_id: 1
2024-04-21 11:44:50,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:50,person 4's image and bbox are updated.
2024-04-21 11:44:50,person 1's image and bbox are updated.
2024-04-21 11:44:50,license Plate is detected. tracker_id: 1
2024-04-21 11:44:50,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:50,person 4's image and bbox are updated.
2024-04-21 11:44:51,person 1's image and bbox are updated.
2024-04-21 11:44:51,license Plate is detected. tracker_id: 1
2024-04-21 11:44:51,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:51,person 4's image and bbox are updated.
2024-04-21 11:44:51,person 1's image and bbox are updated.
2024-04-21 11:44:51,license Plate is detected. tracker_id: 1
2024-04-21 11:44:51,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:51,person 4's image and bbox are updated.
2024-04-21 11:44:52,person 1's image and bbox are updated.
2024-04-21 11:44:52,license Plate is detected. tracker_id: 1
2024-04-21 11:44:52,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:52,person 4's image and bbox are updated.
2024-04-21 11:44:52,person 1's image and bbox are updated.
2024-04-21 11:44:52,license Plate is detected. tracker_id: 1
2024-04-21 11:44:52,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:52,person 4's image and bbox are updated.
2024-04-21 11:44:53,person 1's image and bbox are updated.
2024-04-21 11:44:53,license Plate is detected. tracker_id: 1
2024-04-21 11:44:53,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:53,person 4's image and bbox are updated.
2024-04-21 11:44:53,person 1's image and bbox are updated.
2024-04-21 11:44:53,license Plate is detected. tracker_id: 1
2024-04-21 11:44:53,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:54,person 4's image and bbox are updated.
2024-04-21 11:44:54,person 1's image and bbox are updated.
2024-04-21 11:44:54,license Plate is detected. tracker_id: 1
2024-04-21 11:44:54,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:54,person 4's image and bbox are updated.
2024-04-21 11:44:54,person 1's image and bbox are updated.
2024-04-21 11:44:54,license Plate is detected. tracker_id: 1
2024-04-21 11:44:54,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:55,person 4's image and bbox are updated.
2024-04-21 11:44:55,person 4's image and bbox are updated.
2024-04-21 11:44:55,person 1's image and bbox are updated.
2024-04-21 11:44:55,license Plate is detected. tracker_id: 1
2024-04-21 11:44:55,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:55,person 4's image and bbox are updated.
2024-04-21 11:44:56,person 1's image and bbox are updated.
2024-04-21 11:44:56,license Plate is detected. tracker_id: 1
2024-04-21 11:44:56,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:56,person 4's image and bbox are updated.
2024-04-21 11:44:56,person 1's image and bbox are updated.
2024-04-21 11:44:56,license Plate is detected. tracker_id: 1
2024-04-21 11:44:56,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:56,person 4's image and bbox are updated.
2024-04-21 11:44:57,person 1's image and bbox are updated.
2024-04-21 11:44:57,license Plate is detected. tracker_id: 1
2024-04-21 11:44:57,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:57,person 4's image and bbox are updated.
2024-04-21 11:44:57,person 1's image and bbox are updated.
2024-04-21 11:44:57,license Plate is detected. tracker_id: 1
2024-04-21 11:44:57,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:57,person 4's image and bbox are updated.
2024-04-21 11:44:58,person 1's image and bbox are updated.
2024-04-21 11:44:58,license Plate is detected. tracker_id: 1
2024-04-21 11:44:58,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:58,person 4's image and bbox are updated.
2024-04-21 11:44:58,person 1's image and bbox are updated.
2024-04-21 11:44:58,license Plate is detected. tracker_id: 1
2024-04-21 11:44:58,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:59,person 4's image and bbox are updated.
2024-04-21 11:44:59,person 1's image and bbox are updated.
2024-04-21 11:44:59,license Plate is detected. tracker_id: 1
2024-04-21 11:44:59,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:44:59,person 4's image and bbox are updated.
2024-04-21 11:44:59,person 1's image and bbox are updated.
2024-04-21 11:44:59,license Plate is detected. tracker_id: 1
2024-04-21 11:44:59,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:00,person 4's image and bbox are updated.
2024-04-21 11:45:00,person 1's image and bbox are updated.
2024-04-21 11:45:00,license Plate is detected. tracker_id: 1
2024-04-21 11:45:00,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:00,person 4's image and bbox are updated.
2024-04-21 11:45:00,person 1's image and bbox are updated.
2024-04-21 11:45:00,license Plate is detected. tracker_id: 1
2024-04-21 11:45:00,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:01,person 4's image and bbox are updated.
2024-04-21 11:45:01,person 1's image and bbox are updated.
2024-04-21 11:45:01,license Plate is detected. tracker_id: 1
2024-04-21 11:45:01,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:01,person 4's image and bbox are updated.
2024-04-21 11:45:01,person 1's image and bbox are updated.
2024-04-21 11:45:01,license Plate is detected. tracker_id: 1
2024-04-21 11:45:01,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:02,person 4's image and bbox are updated.
2024-04-21 11:45:02,person 1's image and bbox are updated.
2024-04-21 11:45:02,license Plate is detected. tracker_id: 1
2024-04-21 11:45:02,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:02,person 4's image and bbox are updated.
2024-04-21 11:45:02,person 4's image and bbox are updated.
2024-04-21 11:45:03,person 1's image and bbox are updated.
2024-04-21 11:45:03,license Plate is detected. tracker_id: 1
2024-04-21 11:45:03,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:03,person 4's image and bbox are updated.
2024-04-21 11:45:03,person 1's image and bbox are updated.
2024-04-21 11:45:03,license Plate is detected. tracker_id: 1
2024-04-21 11:45:03,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:04,person 4's image and bbox are updated.
2024-04-21 11:45:04,person 1's image and bbox are updated.
2024-04-21 11:45:04,license Plate is detected. tracker_id: 1
2024-04-21 11:45:04,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:04,person 4's image and bbox are updated.
2024-04-21 11:45:04,person 1's image and bbox are updated.
2024-04-21 11:45:04,license Plate is detected. tracker_id: 1
2024-04-21 11:45:04,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:05,person 4's image and bbox are updated.
2024-04-21 11:45:05,person 1's image and bbox are updated.
2024-04-21 11:45:05,license Plate is detected. tracker_id: 1
2024-04-21 11:45:05,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:05,person 4's image and bbox are updated.
2024-04-21 11:45:05,person 1's image and bbox are updated.
2024-04-21 11:45:05,license Plate is detected. tracker_id: 1
2024-04-21 11:45:05,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:06,person 4's image and bbox are updated.
2024-04-21 11:45:06,person 1's image and bbox are updated.
2024-04-21 11:45:06,person 4's image and bbox are updated.
2024-04-21 11:45:06,person 1's image and bbox are updated.
2024-04-21 11:45:06,license Plate is detected. tracker_id: 1
2024-04-21 11:45:06,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:07,person 4's image and bbox are updated.
2024-04-21 11:45:07,person 1's image and bbox are updated.
2024-04-21 11:45:07,person 4's image and bbox are updated.
2024-04-21 11:45:07,person 1's image and bbox are updated.
2024-04-21 11:45:07,person 4's image and bbox are updated.
2024-04-21 11:45:08,person 1's image and bbox are updated.
2024-04-21 11:45:08,license Plate is detected. tracker_id: 1
2024-04-21 11:45:08,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:08,person 4's image and bbox are updated.
2024-04-21 11:45:08,person 1's image and bbox are updated.
2024-04-21 11:45:08,license Plate is detected. tracker_id: 1
2024-04-21 11:45:08,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:09,person 1's image and bbox are updated.
2024-04-21 11:45:09,person 1's image and bbox are updated.
2024-04-21 11:45:09,license Plate is detected. tracker_id: 1
2024-04-21 11:45:09,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:09,person 4's image and bbox are updated.
2024-04-21 11:45:10,person 1's image and bbox are updated.
2024-04-21 11:45:10,license Plate is detected. tracker_id: 1
2024-04-21 11:45:10,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:10,person 4's image and bbox are updated.
2024-04-21 11:45:10,person 4's image and bbox are updated.
2024-04-21 11:45:10,license Plate is detected. tracker_id: 4
2024-04-21 11:45:10,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:45:11,person 4's image and bbox are updated.
2024-04-21 11:45:11,license Plate is detected. tracker_id: 4
2024-04-21 11:45:11,person 1's image and bbox are updated.
2024-04-21 11:45:11,license Plate is detected. tracker_id: 1
2024-04-21 11:45:11,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:11,person 1's image and bbox are updated.
2024-04-21 11:45:11,license Plate is detected. tracker_id: 1
2024-04-21 11:45:11,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:11,person 4's image and bbox are updated.
2024-04-21 11:45:12,license Plate is detected. tracker_id: 4
2024-04-21 11:45:12,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:45:12,person 4's image and bbox are updated.
2024-04-21 11:45:12,license Plate is detected. tracker_id: 4
2024-04-21 11:45:12,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:45:12,person 1's image and bbox are updated.
2024-04-21 11:45:12,license Plate is detected. tracker_id: 1
2024-04-21 11:45:12,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:12,person 4's image and bbox are updated.
2024-04-21 11:45:12,license Plate is detected. tracker_id: 4
2024-04-21 11:45:12,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:45:12,person 1's image and bbox are updated.
2024-04-21 11:45:13,license Plate is detected. tracker_id: 1
2024-04-21 11:45:13,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:13,person 4's image and bbox are updated.
2024-04-21 11:45:13,license Plate is detected. tracker_id: 4
2024-04-21 11:45:13,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:45:13,person 1's image and bbox are updated.
2024-04-21 11:45:13,license Plate is detected. tracker_id: 1
2024-04-21 11:45:13,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:13,person 4's image and bbox are updated.
2024-04-21 11:45:14,license Plate is detected. tracker_id: 4
2024-04-21 11:45:14,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:45:14,person 1's image and bbox are updated.
2024-04-21 11:45:14,license Plate is detected. tracker_id: 1
2024-04-21 11:45:14,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:14,person 4's image and bbox are updated.
2024-04-21 11:45:14,license Plate is detected. tracker_id: 4
2024-04-21 11:45:14,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:45:14,person 1's image and bbox are updated.
2024-04-21 11:45:14,license Plate is detected. tracker_id: 1
2024-04-21 11:45:14,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:14,person 4's image and bbox are updated.
2024-04-21 11:45:15,license Plate is detected. tracker_id: 4
2024-04-21 11:45:15,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:45:15,person 1's image and bbox are updated.
2024-04-21 11:45:15,license Plate is detected. tracker_id: 1
2024-04-21 11:45:15,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:15,person 1's image and bbox are updated.
2024-04-21 11:45:15,license Plate is detected. tracker_id: 1
2024-04-21 11:45:16,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:16,person 1's image and bbox are updated.
2024-04-21 11:45:16,license Plate is detected. tracker_id: 1
2024-04-21 11:45:16,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:16,person 1's image and bbox are updated.
2024-04-21 11:45:16,license Plate is detected. tracker_id: 1
2024-04-21 11:45:16,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:16,person 1's image and bbox are updated.
2024-04-21 11:45:17,person 4's image and bbox are updated.
2024-04-21 11:45:17,license Plate is detected. tracker_id: 4
2024-04-21 11:45:17,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:45:17,person 1's image and bbox are updated.
2024-04-21 11:45:17,license Plate is detected. tracker_id: 1
2024-04-21 11:45:17,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:18,person 1's image and bbox are updated.
2024-04-21 11:45:19,license Plate is detected. tracker_id: 1
2024-04-21 11:45:19,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:19,person 1's image and bbox are updated.
2024-04-21 11:45:19,license Plate is detected. tracker_id: 1
2024-04-21 11:45:19,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:19,person 1's image and bbox are updated.
2024-04-21 11:45:20,license Plate is detected. tracker_id: 1
2024-04-21 11:45:20,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:20,person 1's image and bbox are updated.
2024-04-21 11:45:20,license Plate is detected. tracker_id: 1
2024-04-21 11:45:20,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:20,person 1's image and bbox are updated.
2024-04-21 11:45:21,license Plate is detected. tracker_id: 1
2024-04-21 11:45:21,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:21,person 1's image and bbox are updated.
2024-04-21 11:45:21,license Plate is detected. tracker_id: 1
2024-04-21 11:45:21,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:21,person 4's image and bbox are updated.
2024-04-21 11:45:21,license Plate is detected. tracker_id: 4
2024-04-21 11:45:21,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:45:21,person 1's image and bbox are updated.
2024-04-21 11:45:22,license Plate is detected. tracker_id: 1
2024-04-21 11:45:22,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:22,person 4's image and bbox are updated.
2024-04-21 11:45:22,license Plate is detected. tracker_id: 4
2024-04-21 11:45:22,"license Code has been read: 
4 : ogun_onargan "
2024-04-21 11:45:22,person 4's image and bbox are updated.
2024-04-21 11:45:22,person 1's image and bbox are updated.
2024-04-21 11:45:23,person 1's image and bbox are updated.
2024-04-21 11:45:23,person 1's image and bbox are updated.
2024-04-21 11:45:23,person 1's image and bbox are updated.
2024-04-21 11:45:24,person 1's image and bbox are updated.
2024-04-21 11:45:24,person 1's image and bbox are updated.
2024-04-21 11:45:24,person 1's image and bbox are updated.
2024-04-21 11:45:25,person 1's image and bbox are updated.
2024-04-21 11:45:25,person 1's image and bbox are updated.
2024-04-21 11:45:25,person 1's image and bbox are updated.
2024-04-21 11:45:25,person 1's image and bbox are updated.
2024-04-21 11:45:25,person 1's image and bbox are updated.
2024-04-21 11:45:26,person 1's image and bbox are updated.
2024-04-21 11:45:26,license Plate is detected. tracker_id: 1
2024-04-21 11:45:26,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:26,person 1's image and bbox are updated.
2024-04-21 11:45:26,license Plate is detected. tracker_id: 1
2024-04-21 11:45:26,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:26,person 1's image and bbox are updated.
2024-04-21 11:45:27,license Plate is detected. tracker_id: 1
2024-04-21 11:45:27,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:27,license Plate is detected. tracker_id: 1
2024-04-21 11:45:27,person 1's image and bbox are updated.
2024-04-21 11:45:27,license Plate is detected. tracker_id: 1
2024-04-21 11:45:27,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:28,person 1's image and bbox are updated.
2024-04-21 11:45:28,license Plate is detected. tracker_id: 1
2024-04-21 11:45:28,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:45:28,person 1's image and bbox are updated.
2024-04-21 11:45:28,license Plate is detected. tracker_id: 1
2024-04-21 11:51:35,licenseCode Recognizer has been started...
2024-04-21 11:51:35,license Code Recognition system has been shut down.
2024-04-21 11:51:35,person Location Checker has been started...
2024-04-21 11:51:39,licenseCode Recognizer has been started...
2024-04-21 11:51:39,licenseCode Recognizer has been started...
2024-04-21 11:51:39,license Code Recognition system has been shut down.
2024-04-21 11:51:39,licenseCode Recognizer has been started...
2024-04-21 11:51:39,license Code Recognition system has been shut down.
2024-04-21 11:51:39,license Code Recognition system has been shut down.
2024-04-21 11:51:46,A person is detected. tracker_id: 1.
2024-04-21 11:51:46,license Plate is detected. tracker_id: 1
2024-04-21 11:51:46,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:51:47,person 1's image and bbox are updated.
2024-04-21 11:51:47,license Plate is detected. tracker_id: 1
2024-04-21 11:51:47,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:51:48,person 1's image and bbox are updated.
2024-04-21 11:51:48,license Plate is detected. tracker_id: 1
2024-04-21 11:51:48,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:06:14,licenseCode Recognizer has been started...
2024-04-21 12:06:14,license Code Recognition system has been shut down.
2024-04-21 12:06:14,person Location Checker has been started...
2024-04-21 12:06:17,licenseCode Recognizer has been started...
2024-04-21 12:06:17,license Code Recognition system has been shut down.
2024-04-21 12:06:17,licenseCode Recognizer has been started...
2024-04-21 12:06:17,license Code Recognition system has been shut down.
2024-04-21 12:06:17,licenseCode Recognizer has been started...
2024-04-21 12:06:17,license Code Recognition system has been shut down.
2024-04-21 12:06:25,A person is detected. tracker_id: 1.
2024-04-21 12:06:25,license Plate is detected. tracker_id: 1
2024-04-21 12:06:25,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:06:26,person 1's image and bbox are updated.
2024-04-21 12:06:26,person 1's image and bbox are updated.
2024-04-21 12:06:26,license Plate is detected. tracker_id: 1
2024-04-21 12:06:26,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:06:26,person 1's image and bbox are updated.
2024-04-21 12:06:26,license Plate is detected. tracker_id: 1
2024-04-21 12:06:26,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:42,licenseCode Recognizer has been started...
2024-04-21 12:08:42,license Code Recognition system has been shut down.
2024-04-21 12:08:42,person Location Checker has been started...
2024-04-21 12:08:45,licenseCode Recognizer has been started...
2024-04-21 12:08:45,license Code Recognition system has been shut down.
2024-04-21 12:08:45,licenseCode Recognizer has been started...
2024-04-21 12:08:45,license Code Recognition system has been shut down.
2024-04-21 12:08:45,licenseCode Recognizer has been started...
2024-04-21 12:08:45,license Code Recognition system has been shut down.
2024-04-21 12:08:53,A person is detected. tracker_id: 1.
2024-04-21 12:08:53,license Plate is detected. tracker_id: 1
2024-04-21 12:08:53,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:54,person 1's image and bbox are updated.
2024-04-21 12:08:54,license Plate is detected. tracker_id: 1
2024-04-21 12:08:54,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:54,person 1's image and bbox are updated.
2024-04-21 12:08:55,license Plate is detected. tracker_id: 1
2024-04-21 12:08:55,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:55,person 1's image and bbox are updated.
2024-04-21 12:08:55,license Plate is detected. tracker_id: 1
2024-04-21 12:08:55,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:55,person 1's image and bbox are updated.
2024-04-21 12:08:55,license Plate is detected. tracker_id: 1
2024-04-21 12:08:55,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:55,person 1's image and bbox are updated.
2024-04-21 12:08:56,license Plate is detected. tracker_id: 1
2024-04-21 12:08:56,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:56,person 1's image and bbox are updated.
2024-04-21 12:08:56,license Plate is detected. tracker_id: 1
2024-04-21 12:08:56,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:56,person 1's image and bbox are updated.
2024-04-21 12:08:56,license Plate is detected. tracker_id: 1
2024-04-21 12:08:56,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:56,person 1's image and bbox are updated.
2024-04-21 12:08:56,license Plate is detected. tracker_id: 1
2024-04-21 12:08:56,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:57,person 1's image and bbox are updated.
2024-04-21 12:08:57,license Plate is detected. tracker_id: 1
2024-04-21 12:08:57,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:57,person 1's image and bbox are updated.
2024-04-21 12:08:57,license Plate is detected. tracker_id: 1
2024-04-21 12:08:57,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 12:08:57,person 1's image and bbox are updated.
2024-04-21 12:08:57,license Plate is detected. tracker_id: 1
2024-04-21 12:08:57,"license Code has been read: 
1 : ogun_onargan "
