Time,Data
2024-04-21 11:42:43,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:44,person 1's image and bbox are updated.
2024-04-21 11:42:45,person 1's image and bbox are updated.
2024-04-21 11:42:45,license Plate is detected. tracker_id: 1
2024-04-21 11:42:45,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:45,person 1's image and bbox are updated.
2024-04-21 11:42:45,license Plate is detected. tracker_id: 1
2024-04-21 11:42:45,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:45,person 1's image and bbox are updated.
2024-04-21 11:42:46,license Plate is detected. tracker_id: 1
2024-04-21 11:42:46,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:46,person 1's image and bbox are updated.
2024-04-21 11:42:46,license Plate is detected. tracker_id: 1
2024-04-21 11:42:46,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:46,person 1's image and bbox are updated.
2024-04-21 11:42:46,license Plate is detected. tracker_id: 1
2024-04-21 11:42:46,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:46,person 1's image and bbox are updated.
2024-04-21 11:42:47,license Plate is detected. tracker_id: 1
2024-04-21 11:42:47,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:47,person 1's image and bbox are updated.
2024-04-21 11:42:47,license Plate is detected. tracker_id: 1
2024-04-21 11:42:47,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:47,person 1's image and bbox are updated.
2024-04-21 11:42:47,license Plate is detected. tracker_id: 1
2024-04-21 11:42:47,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:47,person 1's image and bbox are updated.
2024-04-21 11:42:48,license Plate is detected. tracker_id: 1
2024-04-21 11:42:48,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:48,person 1's image and bbox are updated.
2024-04-21 11:42:48,license Plate is detected. tracker_id: 1
2024-04-21 11:42:48,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:48,person 1's image and bbox are updated.
2024-04-21 11:42:48,license Plate is detected. tracker_id: 1
2024-04-21 11:42:48,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:48,person 1's image and bbox are updated.
2024-04-21 11:42:48,license Plate is detected. tracker_id: 1
2024-04-21 11:42:48,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:48,person 1's image and bbox are updated.
2024-04-21 11:42:49,license Plate is detected. tracker_id: 1
2024-04-21 11:42:49,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:49,person 1's image and bbox are updated.
2024-04-21 11:42:49,license Plate is detected. tracker_id: 1
2024-04-21 11:42:49,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:49,person 1's image and bbox are updated.
2024-04-21 11:42:49,license Plate is detected. tracker_id: 1
2024-04-21 11:42:49,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:49,person 1's image and bbox are updated.
2024-04-21 11:42:49,license Plate is detected. tracker_id: 1
2024-04-21 11:42:49,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:49,person 1's image and bbox are updated.
2024-04-21 11:42:50,license Plate is detected. tracker_id: 1
2024-04-21 11:42:50,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:50,person 1's image and bbox are updated.
2024-04-21 11:42:50,license Plate is detected. tracker_id: 1
2024-04-21 11:42:50,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:50,person 1's image and bbox are updated.
2024-04-21 11:42:50,license Plate is detected. tracker_id: 1
2024-04-21 11:42:50,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:50,person 1's image and bbox are updated.
2024-04-21 11:42:50,license Plate is detected. tracker_id: 1
2024-04-21 11:42:50,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:50,person 1's image and bbox are updated.
2024-04-21 11:42:51,license Plate is detected. tracker_id: 1
2024-04-21 11:42:51,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:51,person 1's image and bbox are updated.
2024-04-21 11:42:51,license Plate is detected. tracker_id: 1
2024-04-21 11:42:51,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:51,person 1's image and bbox are updated.
2024-04-21 11:42:51,license Plate is detected. tracker_id: 1
2024-04-21 11:42:51,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:51,person 1's image and bbox are updated.
2024-04-21 11:42:51,license Plate is detected. tracker_id: 1
2024-04-21 11:42:51,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:52,person 1's image and bbox are updated.
2024-04-21 11:42:52,license Plate is detected. tracker_id: 1
2024-04-21 11:42:52,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:52,person 1's image and bbox are updated.
2024-04-21 11:42:52,license Plate is detected. tracker_id: 1
2024-04-21 11:42:52,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:52,person 1's image and bbox are updated.
2024-04-21 11:42:52,license Plate is detected. tracker_id: 1
2024-04-21 11:42:52,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:52,person 1's image and bbox are updated.
2024-04-21 11:42:52,license Plate is detected. tracker_id: 1
2024-04-21 11:42:52,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:53,person 1's image and bbox are updated.
2024-04-21 11:42:53,license Plate is detected. tracker_id: 1
2024-04-21 11:42:53,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:53,person 1's image and bbox are updated.
2024-04-21 11:42:53,license Plate is detected. tracker_id: 1
2024-04-21 11:42:53,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:53,person 1's image and bbox are updated.
2024-04-21 11:42:53,license Plate is detected. tracker_id: 1
2024-04-21 11:42:53,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:53,person 1's image and bbox are updated.
2024-04-21 11:42:53,license Plate is detected. tracker_id: 1
2024-04-21 11:42:53,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:54,person 1's image and bbox are updated.
2024-04-21 11:42:54,license Plate is detected. tracker_id: 1
2024-04-21 11:42:54,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:54,person 1's image and bbox are updated.
2024-04-21 11:42:54,license Plate is detected. tracker_id: 1
2024-04-21 11:42:54,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:54,person 1's image and bbox are updated.
2024-04-21 11:42:54,license Plate is detected. tracker_id: 1
2024-04-21 11:42:54,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:55,person 1's image and bbox are updated.
2024-04-21 11:42:55,license Plate is detected. tracker_id: 1
2024-04-21 11:42:55,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:55,person 1's image and bbox are updated.
2024-04-21 11:42:55,license Plate is detected. tracker_id: 1
2024-04-21 11:42:55,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:55,person 1's image and bbox are updated.
2024-04-21 11:42:55,license Plate is detected. tracker_id: 1
2024-04-21 11:42:55,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:55,person 1's image and bbox are updated.
2024-04-21 11:42:56,license Plate is detected. tracker_id: 1
2024-04-21 11:42:56,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:56,person 1's image and bbox are updated.
2024-04-21 11:42:56,license Plate is detected. tracker_id: 1
2024-04-21 11:42:56,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:56,person 1's image and bbox are updated.
2024-04-21 11:42:56,license Plate is detected. tracker_id: 1
2024-04-21 11:42:56,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:56,person 1's image and bbox are updated.
2024-04-21 11:42:56,license Plate is detected. tracker_id: 1
2024-04-21 11:42:56,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:57,person 1's image and bbox are updated.
2024-04-21 11:42:57,license Plate is detected. tracker_id: 1
2024-04-21 11:42:57,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:57,person 1's image and bbox are updated.
2024-04-21 11:42:57,license Plate is detected. tracker_id: 1
2024-04-21 11:42:57,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:57,person 1's image and bbox are updated.
2024-04-21 11:42:57,license Plate is detected. tracker_id: 1
2024-04-21 11:42:57,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:57,person 1's image and bbox are updated.
2024-04-21 11:42:58,license Plate is detected. tracker_id: 1
2024-04-21 11:42:58,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:58,person 1's image and bbox are updated.
2024-04-21 11:42:58,license Plate is detected. tracker_id: 1
2024-04-21 11:42:58,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:58,person 1's image and bbox are updated.
2024-04-21 11:42:58,license Plate is detected. tracker_id: 1
2024-04-21 11:42:58,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:58,person 1's image and bbox are updated.
2024-04-21 11:42:58,license Plate is detected. tracker_id: 1
2024-04-21 11:42:58,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:58,person 1's image and bbox are updated.
2024-04-21 11:42:59,license Plate is detected. tracker_id: 1
2024-04-21 11:42:59,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:59,person 1's image and bbox are updated.
2024-04-21 11:42:59,license Plate is detected. tracker_id: 1
2024-04-21 11:42:59,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:59,person 1's image and bbox are updated.
2024-04-21 11:42:59,license Plate is detected. tracker_id: 1
2024-04-21 11:42:59,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:42:59,person 1's image and bbox are updated.
2024-04-21 11:42:59,license Plate is detected. tracker_id: 1
2024-04-21 11:42:59,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:00,person 1's image and bbox are updated.
2024-04-21 11:43:00,license Plate is detected. tracker_id: 1
2024-04-21 11:43:00,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:00,person 1's image and bbox are updated.
2024-04-21 11:43:00,license Plate is detected. tracker_id: 1
2024-04-21 11:43:00,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:00,person 1's image and bbox are updated.
2024-04-21 11:43:00,license Plate is detected. tracker_id: 1
2024-04-21 11:43:00,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:00,person 1's image and bbox are updated.
2024-04-21 11:43:01,license Plate is detected. tracker_id: 1
2024-04-21 11:43:01,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:01,person 1's image and bbox are updated.
2024-04-21 11:43:01,license Plate is detected. tracker_id: 1
2024-04-21 11:43:01,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:01,person 1's image and bbox are updated.
2024-04-21 11:43:01,license Plate is detected. tracker_id: 1
2024-04-21 11:43:01,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:01,person 1's image and bbox are updated.
2024-04-21 11:43:01,license Plate is detected. tracker_id: 1
2024-04-21 11:43:01,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:01,person 1's image and bbox are updated.
2024-04-21 11:43:02,license Plate is detected. tracker_id: 1
2024-04-21 11:43:02,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:02,person 1's image and bbox are updated.
2024-04-21 11:43:02,license Plate is detected. tracker_id: 1
2024-04-21 11:43:02,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:02,person 1's image and bbox are updated.
2024-04-21 11:43:02,license Plate is detected. tracker_id: 1
2024-04-21 11:43:02,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:03,person 1's image and bbox are updated.
2024-04-21 11:43:03,license Plate is detected. tracker_id: 1
2024-04-21 11:43:03,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:03,person 1's image and bbox are updated.
2024-04-21 11:43:03,license Plate is detected. tracker_id: 1
2024-04-21 11:43:03,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:04,person 1's image and bbox are updated.
2024-04-21 11:43:04,license Plate is detected. tracker_id: 1
2024-04-21 11:43:04,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:04,person 1's image and bbox are updated.
2024-04-21 11:43:04,license Plate is detected. tracker_id: 1
2024-04-21 11:43:04,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:04,person 1's image and bbox are updated.
2024-04-21 11:43:04,license Plate is detected. tracker_id: 1
2024-04-21 11:43:04,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:04,person 1's image and bbox are updated.
2024-04-21 11:43:04,license Plate is detected. tracker_id: 1
2024-04-21 11:43:04,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:05,person 1's image and bbox are updated.
2024-04-21 11:43:05,license Plate is detected. tracker_id: 1
2024-04-21 11:43:05,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:05,person 1's image and bbox are updated.
2024-04-21 11:43:05,license Plate is detected. tracker_id: 1
2024-04-21 11:43:05,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:05,person 1's image and bbox are updated.
2024-04-21 11:43:05,license Plate is detected. tracker_id: 1
2024-04-21 11:43:05,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:05,person 1's image and bbox are updated.
2024-04-21 11:43:05,license Plate is detected. tracker_id: 1
2024-04-21 11:43:05,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:06,person 1's image and bbox are updated.
2024-04-21 11:43:06,license Plate is detected. tracker_id: 1
2024-04-21 11:43:06,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:06,person 1's image and bbox are updated.
2024-04-21 11:43:06,license Plate is detected. tracker_id: 1
2024-04-21 11:43:06,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:06,person 1's image and bbox are updated.
2024-04-21 11:43:06,license Plate is detected. tracker_id: 1
2024-04-21 11:43:06,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:06,person 1's image and bbox are updated.
2024-04-21 11:43:07,license Plate is detected. tracker_id: 1
2024-04-21 11:43:07,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:07,person 1's image and bbox are updated.
2024-04-21 11:43:07,license Plate is detected. tracker_id: 1
2024-04-21 11:43:07,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:07,person 1's image and bbox are updated.
2024-04-21 11:43:07,license Plate is detected. tracker_id: 1
2024-04-21 11:43:07,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:07,person 1's image and bbox are updated.
2024-04-21 11:43:07,license Plate is detected. tracker_id: 1
2024-04-21 11:43:07,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:07,A person is detected. tracker_id: 3.
2024-04-21 11:43:08,license Plate is detected. tracker_id: 3
2024-04-21 11:43:08,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:08,person 3's image and bbox are updated.
2024-04-21 11:43:08,license Plate is detected. tracker_id: 3
2024-04-21 11:43:08,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:08,person 3's image and bbox are updated.
2024-04-21 11:43:08,license Plate is detected. tracker_id: 3
2024-04-21 11:43:08,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:08,person 3's image and bbox are updated.
2024-04-21 11:43:08,license Plate is detected. tracker_id: 3
2024-04-21 11:43:08,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:08,person 1's image and bbox are updated.
2024-04-21 11:43:08,license Plate is detected. tracker_id: 1
2024-04-21 11:43:08,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:08,person 1's image and bbox are updated.
2024-04-21 11:43:09,license Plate is detected. tracker_id: 1
2024-04-21 11:43:09,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:09,person 1's image and bbox are updated.
2024-04-21 11:43:09,license Plate is detected. tracker_id: 1
2024-04-21 11:43:09,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:09,person 1's image and bbox are updated.
2024-04-21 11:43:09,license Plate is detected. tracker_id: 1
2024-04-21 11:43:09,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:09,person 1's image and bbox are updated.
2024-04-21 11:43:10,license Plate is detected. tracker_id: 1
2024-04-21 11:43:10,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:10,person 1's image and bbox are updated.
2024-04-21 11:43:10,license Plate is detected. tracker_id: 1
2024-04-21 11:43:10,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:10,person 1's image and bbox are updated.
2024-04-21 11:43:10,license Plate is detected. tracker_id: 1
2024-04-21 11:43:10,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:10,person 1's image and bbox are updated.
2024-04-21 11:43:10,license Plate is detected. tracker_id: 1
2024-04-21 11:43:10,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:10,person 3's image and bbox are updated.
2024-04-21 11:43:11,license Plate is detected. tracker_id: 3
2024-04-21 11:43:11,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:11,person 1's image and bbox are updated.
2024-04-21 11:43:11,license Plate is detected. tracker_id: 1
2024-04-21 11:43:11,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:11,person 1's image and bbox are updated.
2024-04-21 11:43:11,license Plate is detected. tracker_id: 1
2024-04-21 11:43:11,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:11,person 1's image and bbox are updated.
2024-04-21 11:43:12,license Plate is detected. tracker_id: 1
2024-04-21 11:43:12,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:12,person 3's image and bbox are updated.
2024-04-21 11:43:12,license Plate is detected. tracker_id: 3
2024-04-21 11:43:12,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:12,person 3's image and bbox are updated.
2024-04-21 11:43:12,license Plate is detected. tracker_id: 3
2024-04-21 11:43:12,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:12,person 1's image and bbox are updated.
2024-04-21 11:43:12,license Plate is detected. tracker_id: 1
2024-04-21 11:43:12,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:12,person 1's image and bbox are updated.
2024-04-21 11:43:13,license Plate is detected. tracker_id: 1
2024-04-21 11:43:13,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:13,person 1's image and bbox are updated.
2024-04-21 11:43:13,license Plate is detected. tracker_id: 1
2024-04-21 11:43:13,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:13,person 3's image and bbox are updated.
2024-04-21 11:43:13,license Plate is detected. tracker_id: 3
2024-04-21 11:43:13,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:13,person 3's image and bbox are updated.
2024-04-21 11:43:13,license Plate is detected. tracker_id: 3
2024-04-21 11:43:13,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:13,person 3's image and bbox are updated.
2024-04-21 11:43:13,license Plate is detected. tracker_id: 3
2024-04-21 11:43:13,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:13,person 1's image and bbox are updated.
2024-04-21 11:43:14,license Plate is detected. tracker_id: 1
2024-04-21 11:43:14,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:14,person 1's image and bbox are updated.
2024-04-21 11:43:14,license Plate is detected. tracker_id: 1
2024-04-21 11:43:14,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:14,person 1's image and bbox are updated.
2024-04-21 11:43:14,license Plate is detected. tracker_id: 1
2024-04-21 11:43:14,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:14,person 3's image and bbox are updated.
2024-04-21 11:43:14,license Plate is detected. tracker_id: 3
2024-04-21 11:43:14,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:14,person 1's image and bbox are updated.
2024-04-21 11:43:15,license Plate is detected. tracker_id: 1
2024-04-21 11:43:15,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:15,person 1's image and bbox are updated.
2024-04-21 11:43:15,license Plate is detected. tracker_id: 1
2024-04-21 11:43:15,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:15,person 1's image and bbox are updated.
2024-04-21 11:43:15,license Plate is detected. tracker_id: 1
2024-04-21 11:43:15,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:15,person 1's image and bbox are updated.
2024-04-21 11:43:15,license Plate is detected. tracker_id: 1
2024-04-21 11:43:15,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:15,person 3's image and bbox are updated.
2024-04-21 11:43:16,license Plate is detected. tracker_id: 3
2024-04-21 11:43:16,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:16,person 1's image and bbox are updated.
2024-04-21 11:43:16,license Plate is detected. tracker_id: 1
2024-04-21 11:43:16,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:16,person 3's image and bbox are updated.
2024-04-21 11:43:16,license Plate is detected. tracker_id: 3
2024-04-21 11:43:16,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:16,person 1's image and bbox are updated.
2024-04-21 11:43:16,license Plate is detected. tracker_id: 1
2024-04-21 11:43:16,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:16,person 3's image and bbox are updated.
2024-04-21 11:43:16,license Plate is detected. tracker_id: 3
2024-04-21 11:43:16,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:16,person 1's image and bbox are updated.
2024-04-21 11:43:17,license Plate is detected. tracker_id: 1
2024-04-21 11:43:17,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:17,person 3's image and bbox are updated.
2024-04-21 11:43:17,license Plate is detected. tracker_id: 3
2024-04-21 11:43:17,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:17,person 1's image and bbox are updated.
2024-04-21 11:43:17,license Plate is detected. tracker_id: 1
2024-04-21 11:43:17,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:17,person 3's image and bbox are updated.
2024-04-21 11:43:17,license Plate is detected. tracker_id: 3
2024-04-21 11:43:17,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:17,person 3's image and bbox are updated.
2024-04-21 11:43:17,license Plate is detected. tracker_id: 3
2024-04-21 11:43:17,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:17,person 3's image and bbox are updated.
2024-04-21 11:43:17,license Plate is detected. tracker_id: 3
2024-04-21 11:43:17,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:17,person 1's image and bbox are updated.
2024-04-21 11:43:18,license Plate is detected. tracker_id: 1
2024-04-21 11:43:18,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:18,person 1's image and bbox are updated.
2024-04-21 11:43:18,license Plate is detected. tracker_id: 1
2024-04-21 11:43:18,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:18,person 1's image and bbox are updated.
2024-04-21 11:43:18,license Plate is detected. tracker_id: 1
2024-04-21 11:43:18,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:18,person 1's image and bbox are updated.
2024-04-21 11:43:18,license Plate is detected. tracker_id: 1
2024-04-21 11:43:18,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:18,person 1's image and bbox are updated.
2024-04-21 11:43:19,license Plate is detected. tracker_id: 1
2024-04-21 11:43:19,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:19,person 1's image and bbox are updated.
2024-04-21 11:43:19,license Plate is detected. tracker_id: 1
2024-04-21 11:43:19,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:19,person 1's image and bbox are updated.
2024-04-21 11:43:19,license Plate is detected. tracker_id: 1
2024-04-21 11:43:19,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:19,person 1's image and bbox are updated.
2024-04-21 11:43:19,license Plate is detected. tracker_id: 1
2024-04-21 11:43:19,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:19,person 3's image and bbox are updated.
2024-04-21 11:43:20,license Plate is detected. tracker_id: 3
2024-04-21 11:43:20,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:20,person 1's image and bbox are updated.
2024-04-21 11:43:20,license Plate is detected. tracker_id: 1
2024-04-21 11:43:20,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:20,person 3's image and bbox are updated.
2024-04-21 11:43:20,license Plate is detected. tracker_id: 3
2024-04-21 11:43:20,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:20,person 1's image and bbox are updated.
2024-04-21 11:43:20,license Plate is detected. tracker_id: 1
2024-04-21 11:43:20,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:20,person 1's image and bbox are updated.
2024-04-21 11:43:20,license Plate is detected. tracker_id: 1
2024-04-21 11:43:20,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:21,person 1's image and bbox are updated.
2024-04-21 11:43:21,license Plate is detected. tracker_id: 1
2024-04-21 11:43:21,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:21,person 1's image and bbox are updated.
2024-04-21 11:43:21,license Plate is detected. tracker_id: 1
2024-04-21 11:43:21,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:21,person 3's image and bbox are updated.
2024-04-21 11:43:21,license Plate is detected. tracker_id: 3
2024-04-21 11:43:21,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:21,person 1's image and bbox are updated.
2024-04-21 11:43:21,license Plate is detected. tracker_id: 1
2024-04-21 11:43:21,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:21,person 3's image and bbox are updated.
2024-04-21 11:43:22,license Plate is detected. tracker_id: 3
2024-04-21 11:43:22,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:22,person 1's image and bbox are updated.
2024-04-21 11:43:22,license Plate is detected. tracker_id: 1
2024-04-21 11:43:22,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:22,person 3's image and bbox are updated.
2024-04-21 11:43:22,license Plate is detected. tracker_id: 3
2024-04-21 11:43:22,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:22,person 1's image and bbox are updated.
2024-04-21 11:43:22,license Plate is detected. tracker_id: 1
2024-04-21 11:43:22,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:22,person 3's image and bbox are updated.
2024-04-21 11:43:22,license Plate is detected. tracker_id: 3
2024-04-21 11:43:22,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:22,person 1's image and bbox are updated.
2024-04-21 11:43:23,license Plate is detected. tracker_id: 1
2024-04-21 11:43:23,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:23,person 3's image and bbox are updated.
2024-04-21 11:43:23,license Plate is detected. tracker_id: 3
2024-04-21 11:43:23,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:23,person 1's image and bbox are updated.
2024-04-21 11:43:23,license Plate is detected. tracker_id: 1
2024-04-21 11:43:23,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:23,person 3's image and bbox are updated.
2024-04-21 11:43:23,license Plate is detected. tracker_id: 3
2024-04-21 11:43:23,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:23,person 1's image and bbox are updated.
2024-04-21 11:43:23,license Plate is detected. tracker_id: 1
2024-04-21 11:43:23,"license Code has been read: 
1 : ogun_onargan "
2024-04-21 11:43:23,person 3's image and bbox are updated.
2024-04-21 11:43:24,license Plate is detected. tracker_id: 3
2024-04-21 11:43:24,"license Code has been read: 
3 : ogun_onargan "
2024-04-21 11:43:24,person 1's image and bbox are updated.
